# x[px] 		 y[px] 		 Vrms[kms⁻¹] 		 Erms[kms⁻¹]
7.468175451902338e+00 1.492097657528928e+00 2.492831115722656e+02 1.462559509277344e+01
7.674379637298967e+00 2.470606642630706e+00 2.492831115722656e+02 1.462559509277344e+01
7.880583822695597e+00 3.449115627732484e+00 2.492831115722656e+02 1.462559509277344e+01
8.086788008092228e+00 4.427624612834263e+00 1.855123596191406e+02 1.435319709777832e+01
8.292992193488857e+00 5.406133597936041e+00 2.636417541503906e+02 5.502794647216797e+01
4.633828798230892e+00 -7.108279022990448e+00 1.855123596191406e+02 1.435319709777832e+01
4.840032983627522e+00 -6.129770037888670e+00 2.492831115722656e+02 1.462559509277344e+01
5.046237169024152e+00 -5.151261052786891e+00 2.492831115722656e+02 1.462559509277344e+01
5.252441354420782e+00 -4.172752067685114e+00 2.178581085205078e+02 1.058417129516602e+01
5.458645539817411e+00 -3.194243082583335e+00 2.178581085205078e+02 1.058417129516602e+01
5.664849725214040e+00 -2.215734097481556e+00 2.178581085205078e+02 1.058417129516602e+01
5.871053910610670e+00 -1.237225112379778e+00 2.178581085205078e+02 1.058417129516602e+01
6.077258096007300e+00 -2.587161272779995e-01 2.178581085205078e+02 1.058417129516602e+01
6.283462281403930e+00 7.197928578237789e-01 2.178581085205078e+02 1.058417129516602e+01
6.489666466800559e+00 1.698301842925557e+00 2.178581085205078e+02 1.058417129516602e+01
6.695870652197189e+00 2.676810828027336e+00 2.178581085205078e+02 1.058417129516602e+01
6.902074837593819e+00 3.655319813129114e+00 2.492831115722656e+02 1.462559509277344e+01
7.108279022990448e+00 4.633828798230892e+00 1.855123596191406e+02 1.435319709777832e+01
7.314483208387077e+00 5.612337783332671e+00 1.855123596191406e+02 1.435319709777832e+01
3.449115627732484e+00 -7.880583822695597e+00 1.855123596191406e+02 1.435319709777832e+01
3.655319813129114e+00 -6.902074837593819e+00 1.855123596191406e+02 1.435319709777832e+01
3.861523998525743e+00 -5.923565852492040e+00 2.492831115722656e+02 1.462559509277344e+01
4.067728183922373e+00 -4.945056867390262e+00 2.178581085205078e+02 1.058417129516602e+01
4.273932369319002e+00 -3.966547882288483e+00 2.178581085205078e+02 1.058417129516602e+01
4.480136554715632e+00 -2.988038897186705e+00 2.170868988037109e+02 8.319863319396973e+00
4.686340740112263e+00 -2.009529912084927e+00 2.170868988037109e+02 8.319863319396973e+00
4.892544925508892e+00 -1.031020926983148e+00 2.170868988037109e+02 8.319863319396973e+00
5.098749110905521e+00 -5.251194188136987e-02 2.170868988037109e+02 8.319863319396973e+00
5.304953296302151e+00 9.259970432204085e-01 2.170868988037109e+02 8.319863319396973e+00
5.511157481698781e+00 1.904506028322187e+00 2.170868988037109e+02 8.319863319396973e+00
5.717361667095410e+00 2.883015013423965e+00 2.178581085205078e+02 1.058417129516602e+01
5.923565852492040e+00 3.861523998525743e+00 2.492831115722656e+02 1.462559509277344e+01
6.129770037888670e+00 4.840032983627522e+00 2.492831115722656e+02 1.462559509277344e+01
6.335974223285300e+00 5.818541968729301e+00 1.855123596191406e+02 1.435319709777832e+01
6.542178408681929e+00 6.797050953831079e+00 2.636417541503906e+02 5.502794647216797e+01
2.470606642630706e+00 -7.674379637298967e+00 1.855123596191406e+02 1.435319709777832e+01
2.676810828027336e+00 -6.695870652197189e+00 2.492831115722656e+02 1.462559509277344e+01
2.883015013423965e+00 -5.717361667095410e+00 2.492831115722656e+02 1.462559509277344e+01
3.089219198820595e+00 -4.738852681993633e+00 2.178581085205078e+02 1.058417129516602e+01
3.295423384217225e+00 -3.760343696891854e+00 2.170868988037109e+02 8.319863319396973e+00
3.501627569613854e+00 -2.781834711790076e+00 2.170868988037109e+02 8.319863319396973e+00
3.707831755010484e+00 -1.803325726688297e+00 2.283604125976562e+02 6.892114639282227e+00
3.914035940407114e+00 -8.248167415865186e-01 2.283604125976562e+02 6.892114639282227e+00
4.120240125803743e+00 1.536922435152598e-01 2.283604125976562e+02 6.892114639282227e+00
4.326444311200373e+00 1.132201228617038e+00 2.170868988037109e+02 8.319863319396973e+00
4.532648496597003e+00 2.110710213718817e+00 2.170868988037109e+02 8.319863319396973e+00
4.738852681993633e+00 3.089219198820595e+00 2.178581085205078e+02 1.058417129516602e+01
4.945056867390262e+00 4.067728183922373e+00 2.178581085205078e+02 1.058417129516602e+01
5.151261052786891e+00 5.046237169024152e+00 2.492831115722656e+02 1.462559509277344e+01
5.357465238183521e+00 6.024746154125930e+00 1.855123596191406e+02 1.435319709777832e+01
5.563669423580151e+00 7.003255139227709e+00 1.855123596191406e+02 1.435319709777832e+01
1.285893472132298e+00 -8.446684437004116e+00 1.855123596191406e+02 1.435319709777832e+01
1.492097657528928e+00 -7.468175451902338e+00 1.855123596191406e+02 1.435319709777832e+01
1.698301842925557e+00 -6.489666466800559e+00 2.492831115722656e+02 1.462559509277344e+01
1.904506028322187e+00 -5.511157481698781e+00 2.178581085205078e+02 1.058417129516602e+01
2.110710213718817e+00 -4.532648496597003e+00 2.170868988037109e+02 8.319863319396973e+00
2.316914399115446e+00 -3.554139511495224e+00 2.170868988037109e+02 8.319863319396973e+00
2.523118584512076e+00 -2.575630526393446e+00 2.283604125976562e+02 6.892114639282227e+00
2.729322769908705e+00 -1.597121541291668e+00 2.283604125976562e+02 6.892114639282227e+00
2.935526955305335e+00 -6.186125561898890e-01 2.283604125976562e+02 6.892114639282227e+00
3.141731140701965e+00 3.598964289118894e-01 2.283604125976562e+02 6.892114639282227e+00
3.347935326098594e+00 1.338405414013668e+00 2.283604125976562e+02 6.892114639282227e+00
3.554139511495224e+00 2.316914399115446e+00 2.170868988037109e+02 8.319863319396973e+00
3.760343696891854e+00 3.295423384217225e+00 2.170868988037109e+02 8.319863319396973e+00
3.966547882288483e+00 4.273932369319002e+00 2.178581085205078e+02 1.058417129516602e+01
4.172752067685114e+00 5.252441354420782e+00 2.492831115722656e+02 1.462559509277344e+01
4.378956253081743e+00 6.230950339522559e+00 2.492831115722656e+02 1.462559509277344e+01
4.585160438478372e+00 7.209459324624339e+00 1.855123596191406e+02 1.435319709777832e+01
4.791364623875002e+00 8.187968309726116e+00 2.636417541503906e+02 5.502794647216797e+01
3.073844870305196e-01 -8.240480251607487e+00 1.855123596191406e+02 1.435319709777832e+01
5.135886724271492e-01 -7.261971266505708e+00 2.492831115722656e+02 1.462559509277344e+01
7.197928578237789e-01 -6.283462281403930e+00 2.492831115722656e+02 1.462559509277344e+01
9.259970432204085e-01 -5.304953296302151e+00 2.178581085205078e+02 1.058417129516602e+01
1.132201228617038e+00 -4.326444311200373e+00 2.170868988037109e+02 8.319863319396973e+00
1.338405414013668e+00 -3.347935326098594e+00 2.283604125976562e+02 6.892114639282227e+00
1.544609599410298e+00 -2.369426340996816e+00 2.283604125976562e+02 6.892114639282227e+00
1.750813784806927e+00 -1.390917355895038e+00 2.309443054199219e+02 6.727415561676025e+00
1.957017970203557e+00 -4.124083707932593e-01 2.309443054199219e+02 6.727415561676025e+00
2.163222155600186e+00 5.661006143085191e-01 2.309443054199219e+02 6.727415561676025e+00
2.369426340996816e+00 1.544609599410298e+00 2.283604125976562e+02 6.892114639282227e+00
2.575630526393446e+00 2.523118584512076e+00 2.283604125976562e+02 6.892114639282227e+00
2.781834711790076e+00 3.501627569613854e+00 2.170868988037109e+02 8.319863319396973e+00
2.988038897186705e+00 4.480136554715632e+00 2.178581085205078e+02 1.058417129516602e+01
3.194243082583335e+00 5.458645539817411e+00 2.178581085205078e+02 1.058417129516602e+01
3.400447267979964e+00 6.437154524919189e+00 2.492831115722656e+02 1.462559509277344e+01
3.606651453376594e+00 7.415663510020968e+00 1.855123596191406e+02 1.435319709777832e+01
3.812855638773224e+00 8.394172495122746e+00 2.636417541503906e+02 5.502794647216797e+01
-6.711244980712588e-01 -8.034276066210857e+00 1.855123596191406e+02 1.435319709777832e+01
-4.649203126746292e-01 -7.055767081109078e+00 2.492831115722656e+02 1.462559509277344e+01
-2.587161272779995e-01 -6.077258096007300e+00 2.178581085205078e+02 1.058417129516602e+01
-5.251194188136987e-02 -5.098749110905521e+00 2.178581085205078e+02 1.058417129516602e+01
1.536922435152598e-01 -4.120240125803743e+00 2.170868988037109e+02 8.319863319396973e+00
3.598964289118894e-01 -3.141731140701965e+00 2.283604125976562e+02 6.892114639282227e+00
5.661006143085191e-01 -2.163222155600186e+00 2.309443054199219e+02 6.727415561676025e+00
7.723047997051488e-01 -1.184713170498408e+00 2.309443054199219e+02 6.727415561676025e+00
9.785089851017784e-01 -2.062041853966297e-01 2.435360260009766e+02 9.420871734619141e+00
1.184713170498408e+00 7.723047997051488e-01 2.309443054199219e+02 6.727415561676025e+00
1.390917355895038e+00 1.750813784806927e+00 2.309443054199219e+02 6.727415561676025e+00
1.597121541291668e+00 2.729322769908705e+00 2.283604125976562e+02 6.892114639282227e+00
1.803325726688297e+00 3.707831755010484e+00 2.170868988037109e+02 8.319863319396973e+00
2.009529912084927e+00 4.686340740112263e+00 2.178581085205078e+02 1.058417129516602e+01
2.215734097481556e+00 5.664849725214040e+00 2.178581085205078e+02 1.058417129516602e+01
2.421938282878186e+00 6.643358710315820e+00 2.492831115722656e+02 1.462559509277344e+01
2.628142468274816e+00 7.621867695417597e+00 1.855123596191406e+02 1.435319709777832e+01
2.834346653671445e+00 8.600376680519377e+00 2.636417541503906e+02 5.502794647216797e+01
-1.649633483173037e+00 -7.828071880814227e+00 1.855123596191406e+02 1.435319709777832e+01
-1.443429297776408e+00 -6.849562895712449e+00 2.492831115722656e+02 1.462559509277344e+01
-1.237225112379778e+00 -5.871053910610670e+00 2.178581085205078e+02 1.058417129516602e+01
-1.031020926983148e+00 -4.892544925508892e+00 2.178581085205078e+02 1.058417129516602e+01
-8.248167415865186e-01 -3.914035940407114e+00 2.170868988037109e+02 8.319863319396973e+00
-6.186125561898890e-01 -2.935526955305335e+00 2.283604125976562e+02 6.892114639282227e+00
-4.124083707932593e-01 -1.957017970203557e+00 2.309443054199219e+02 6.727415561676025e+00
-2.062041853966297e-01 -9.785089851017784e-01 2.435360260009766e+02 9.420871734619141e+00
0.000000000000000e+00 0.000000000000000e+00 2.435360260009766e+02 9.420871734619141e+00
2.062041853966297e-01 9.785089851017784e-01 2.435360260009766e+02 9.420871734619141e+00
4.124083707932593e-01 1.957017970203557e+00 2.309443054199219e+02 6.727415561676025e+00
6.186125561898890e-01 2.935526955305335e+00 2.283604125976562e+02 6.892114639282227e+00
8.248167415865186e-01 3.914035940407114e+00 2.170868988037109e+02 8.319863319396973e+00
1.031020926983148e+00 4.892544925508892e+00 2.178581085205078e+02 1.058417129516602e+01
1.237225112379778e+00 5.871053910610670e+00 2.178581085205078e+02 1.058417129516602e+01
1.443429297776408e+00 6.849562895712449e+00 2.492831115722656e+02 1.462559509277344e+01
1.649633483173037e+00 7.828071880814227e+00 1.855123596191406e+02 1.435319709777832e+01
1.855837668569667e+00 8.806580865916006e+00 2.636417541503906e+02 5.502794647216797e+01
-2.628142468274816e+00 -7.621867695417597e+00 1.855123596191406e+02 1.435319709777832e+01
-2.421938282878186e+00 -6.643358710315820e+00 2.492831115722656e+02 1.462559509277344e+01
-2.215734097481556e+00 -5.664849725214040e+00 2.178581085205078e+02 1.058417129516602e+01
-2.009529912084927e+00 -4.686340740112263e+00 2.178581085205078e+02 1.058417129516602e+01
-1.803325726688297e+00 -3.707831755010484e+00 2.170868988037109e+02 8.319863319396973e+00
-1.597121541291668e+00 -2.729322769908705e+00 2.283604125976562e+02 6.892114639282227e+00
-1.390917355895038e+00 -1.750813784806927e+00 2.309443054199219e+02 6.727415561676025e+00
-1.184713170498408e+00 -7.723047997051488e-01 2.309443054199219e+02 6.727415561676025e+00
-9.785089851017784e-01 2.062041853966297e-01 2.435360260009766e+02 9.420871734619141e+00
-7.723047997051488e-01 1.184713170498408e+00 2.309443054199219e+02 6.727415561676025e+00
-5.661006143085191e-01 2.163222155600186e+00 2.309443054199219e+02 6.727415561676025e+00
-3.598964289118894e-01 3.141731140701965e+00 2.283604125976562e+02 6.892114639282227e+00
-1.536922435152598e-01 4.120240125803743e+00 2.170868988037109e+02 8.319863319396973e+00
5.251194188136987e-02 5.098749110905521e+00 2.178581085205078e+02 1.058417129516602e+01
2.587161272779995e-01 6.077258096007300e+00 2.178581085205078e+02 1.058417129516602e+01
4.649203126746292e-01 7.055767081109078e+00 2.492831115722656e+02 1.462559509277344e+01
6.711244980712588e-01 8.034276066210857e+00 1.855123596191406e+02 1.435319709777832e+01
8.773286834678885e-01 9.012785051312635e+00 2.636417541503906e+02 5.502794647216797e+01
-3.606651453376594e+00 -7.415663510020968e+00 1.855123596191406e+02 1.435319709777832e+01
-3.400447267979964e+00 -6.437154524919189e+00 2.492831115722656e+02 1.462559509277344e+01
-3.194243082583335e+00 -5.458645539817411e+00 2.178581085205078e+02 1.058417129516602e+01
-2.988038897186705e+00 -4.480136554715632e+00 2.178581085205078e+02 1.058417129516602e+01
-2.781834711790076e+00 -3.501627569613854e+00 2.170868988037109e+02 8.319863319396973e+00
-2.575630526393446e+00 -2.523118584512076e+00 2.283604125976562e+02 6.892114639282227e+00
-2.369426340996816e+00 -1.544609599410298e+00 2.283604125976562e+02 6.892114639282227e+00
-2.163222155600186e+00 -5.661006143085191e-01 2.309443054199219e+02 6.727415561676025e+00
-1.957017970203557e+00 4.124083707932593e-01 2.309443054199219e+02 6.727415561676025e+00
-1.750813784806927e+00 1.390917355895038e+00 2.309443054199219e+02 6.727415561676025e+00
-1.544609599410298e+00 2.369426340996816e+00 2.283604125976562e+02 6.892114639282227e+00
-1.338405414013668e+00 3.347935326098594e+00 2.283604125976562e+02 6.892114639282227e+00
-1.132201228617038e+00 4.326444311200373e+00 2.170868988037109e+02 8.319863319396973e+00
-9.259970432204085e-01 5.304953296302151e+00 2.178581085205078e+02 1.058417129516602e+01
-7.197928578237789e-01 6.283462281403930e+00 2.492831115722656e+02 1.462559509277344e+01
-5.135886724271492e-01 7.261971266505708e+00 2.492831115722656e+02 1.462559509277344e+01
-3.073844870305196e-01 8.240480251607487e+00 1.855123596191406e+02 1.435319709777832e+01
-4.585160438478372e+00 -7.209459324624339e+00 1.855123596191406e+02 1.435319709777832e+01
-4.378956253081743e+00 -6.230950339522559e+00 2.492831115722656e+02 1.462559509277344e+01
-4.172752067685114e+00 -5.252441354420782e+00 2.492831115722656e+02 1.462559509277344e+01
-3.966547882288483e+00 -4.273932369319002e+00 2.178581085205078e+02 1.058417129516602e+01
-3.760343696891854e+00 -3.295423384217225e+00 2.170868988037109e+02 8.319863319396973e+00
-3.554139511495224e+00 -2.316914399115446e+00 2.170868988037109e+02 8.319863319396973e+00
-3.347935326098594e+00 -1.338405414013668e+00 2.283604125976562e+02 6.892114639282227e+00
-3.141731140701965e+00 -3.598964289118894e-01 2.283604125976562e+02 6.892114639282227e+00
-2.935526955305335e+00 6.186125561898890e-01 2.283604125976562e+02 6.892114639282227e+00
-2.729322769908705e+00 1.597121541291668e+00 2.283604125976562e+02 6.892114639282227e+00
-2.523118584512076e+00 2.575630526393446e+00 2.283604125976562e+02 6.892114639282227e+00
-2.316914399115446e+00 3.554139511495224e+00 2.170868988037109e+02 8.319863319396973e+00
-2.110710213718817e+00 4.532648496597003e+00 2.170868988037109e+02 8.319863319396973e+00
-1.904506028322187e+00 5.511157481698781e+00 2.178581085205078e+02 1.058417129516602e+01
-1.698301842925557e+00 6.489666466800559e+00 2.492831115722656e+02 1.462559509277344e+01
-1.492097657528928e+00 7.468175451902338e+00 1.855123596191406e+02 1.435319709777832e+01
-1.285893472132298e+00 8.446684437004116e+00 1.855123596191406e+02 1.435319709777832e+01
-1.079689286735668e+00 9.425193422105895e+00 2.636417541503906e+02 5.502794647216797e+01
-5.563669423580151e+00 -7.003255139227709e+00 1.855123596191406e+02 1.435319709777832e+01
-5.357465238183521e+00 -6.024746154125930e+00 1.855123596191406e+02 1.435319709777832e+01
-5.151261052786891e+00 -5.046237169024152e+00 2.492831115722656e+02 1.462559509277344e+01
-4.945056867390262e+00 -4.067728183922373e+00 2.178581085205078e+02 1.058417129516602e+01
-4.738852681993633e+00 -3.089219198820595e+00 2.178581085205078e+02 1.058417129516602e+01
-4.532648496597003e+00 -2.110710213718817e+00 2.170868988037109e+02 8.319863319396973e+00
-4.326444311200373e+00 -1.132201228617038e+00 2.170868988037109e+02 8.319863319396973e+00
-4.120240125803743e+00 -1.536922435152598e-01 2.283604125976562e+02 6.892114639282227e+00
-3.914035940407114e+00 8.248167415865186e-01 2.283604125976562e+02 6.892114639282227e+00
-3.707831755010484e+00 1.803325726688297e+00 2.283604125976562e+02 6.892114639282227e+00
-3.501627569613854e+00 2.781834711790076e+00 2.170868988037109e+02 8.319863319396973e+00
-3.295423384217225e+00 3.760343696891854e+00 2.170868988037109e+02 8.319863319396973e+00
-3.089219198820595e+00 4.738852681993633e+00 2.178581085205078e+02 1.058417129516602e+01
-2.883015013423965e+00 5.717361667095410e+00 2.492831115722656e+02 1.462559509277344e+01
-2.676810828027336e+00 6.695870652197189e+00 2.492831115722656e+02 1.462559509277344e+01
-2.470606642630706e+00 7.674379637298967e+00 1.855123596191406e+02 1.435319709777832e+01
-2.264402457234076e+00 8.652888622400745e+00 2.636417541503906e+02 5.502794647216797e+01
-6.335974223285300e+00 -5.818541968729301e+00 1.855123596191406e+02 1.435319709777832e+01
-6.129770037888670e+00 -4.840032983627522e+00 2.492831115722656e+02 1.462559509277344e+01
-5.923565852492040e+00 -3.861523998525743e+00 2.492831115722656e+02 1.462559509277344e+01
-5.717361667095410e+00 -2.883015013423965e+00 2.178581085205078e+02 1.058417129516602e+01
-5.511157481698781e+00 -1.904506028322187e+00 2.170868988037109e+02 8.319863319396973e+00
-5.304953296302151e+00 -9.259970432204085e-01 2.170868988037109e+02 8.319863319396973e+00
-5.098749110905521e+00 5.251194188136987e-02 2.170868988037109e+02 8.319863319396973e+00
-4.892544925508892e+00 1.031020926983148e+00 2.170868988037109e+02 8.319863319396973e+00
-4.686340740112263e+00 2.009529912084927e+00 2.170868988037109e+02 8.319863319396973e+00
-4.480136554715632e+00 2.988038897186705e+00 2.170868988037109e+02 8.319863319396973e+00
-4.273932369319002e+00 3.966547882288483e+00 2.178581085205078e+02 1.058417129516602e+01
-4.067728183922373e+00 4.945056867390262e+00 2.178581085205078e+02 1.058417129516602e+01
-3.861523998525743e+00 5.923565852492040e+00 2.492831115722656e+02 1.462559509277344e+01
-3.655319813129114e+00 6.902074837593819e+00 1.855123596191406e+02 1.435319709777832e+01
-3.449115627732484e+00 7.880583822695597e+00 1.855123596191406e+02 1.435319709777832e+01
-7.314483208387077e+00 -5.612337783332671e+00 1.855123596191406e+02 1.435319709777832e+01
-7.108279022990448e+00 -4.633828798230892e+00 1.855123596191406e+02 1.435319709777832e+01
-6.902074837593819e+00 -3.655319813129114e+00 2.492831115722656e+02 1.462559509277344e+01
-6.695870652197189e+00 -2.676810828027336e+00 2.178581085205078e+02 1.058417129516602e+01
-6.489666466800559e+00 -1.698301842925557e+00 2.178581085205078e+02 1.058417129516602e+01
-6.283462281403930e+00 -7.197928578237789e-01 2.178581085205078e+02 1.058417129516602e+01
-6.077258096007300e+00 2.587161272779995e-01 2.178581085205078e+02 1.058417129516602e+01
-5.871053910610670e+00 1.237225112379778e+00 2.178581085205078e+02 1.058417129516602e+01
-5.664849725214040e+00 2.215734097481556e+00 2.178581085205078e+02 1.058417129516602e+01
-5.458645539817411e+00 3.194243082583335e+00 2.178581085205078e+02 1.058417129516602e+01
-5.252441354420782e+00 4.172752067685114e+00 2.178581085205078e+02 1.058417129516602e+01
-5.046237169024152e+00 5.151261052786891e+00 2.492831115722656e+02 1.462559509277344e+01
-4.840032983627522e+00 6.129770037888670e+00 2.492831115722656e+02 1.462559509277344e+01
-4.633828798230892e+00 7.108279022990448e+00 1.855123596191406e+02 1.435319709777832e+01
-8.086788008092228e+00 -4.427624612834263e+00 1.855123596191406e+02 1.435319709777832e+01
-7.880583822695597e+00 -3.449115627732484e+00 2.492831115722656e+02 1.462559509277344e+01
-7.674379637298967e+00 -2.470606642630706e+00 2.492831115722656e+02 1.462559509277344e+01
-7.468175451902338e+00 -1.492097657528928e+00 2.492831115722656e+02 1.462559509277344e+01
-7.261971266505708e+00 -5.135886724271492e-01 2.178581085205078e+02 1.058417129516602e+01
-7.055767081109078e+00 4.649203126746292e-01 2.178581085205078e+02 1.058417129516602e+01
-6.849562895712449e+00 1.443429297776408e+00 2.178581085205078e+02 1.058417129516602e+01
-6.643358710315820e+00 2.421938282878186e+00 2.178581085205078e+02 1.058417129516602e+01
-6.437154524919189e+00 3.400447267979964e+00 2.492831115722656e+02 1.462559509277344e+01
-6.230950339522559e+00 4.378956253081743e+00 2.492831115722656e+02 1.462559509277344e+01
-6.024746154125930e+00 5.357465238183521e+00 2.492831115722656e+02 1.462559509277344e+01
-5.818541968729301e+00 6.335974223285300e+00 1.855123596191406e+02 1.435319709777832e+01
-8.859092807797376e+00 -3.242911442335854e+00 1.855123596191406e+02 1.435319709777832e+01
-8.652888622400745e+00 -2.264402457234076e+00 1.855123596191406e+02 1.435319709777832e+01
-8.446684437004116e+00 -1.285893472132298e+00 2.492831115722656e+02 1.462559509277344e+01
-8.240480251607487e+00 -3.073844870305196e-01 2.492831115722656e+02 1.462559509277344e+01
-8.034276066210857e+00 6.711244980712588e-01 2.492831115722656e+02 1.462559509277344e+01
-7.828071880814227e+00 1.649633483173037e+00 2.492831115722656e+02 1.462559509277344e+01
-7.621867695417597e+00 2.628142468274816e+00 2.492831115722656e+02 1.462559509277344e+01
-7.415663510020968e+00 3.606651453376594e+00 2.492831115722656e+02 1.462559509277344e+01
-7.209459324624339e+00 4.585160438478372e+00 1.855123596191406e+02 1.435319709777832e+01
-7.003255139227709e+00 5.563669423580151e+00 1.855123596191406e+02 1.435319709777832e+01
-9.837601792899154e+00 -3.036707256939225e+00 2.636417541503906e+02 5.502794647216797e+01
-9.631397607502524e+00 -2.058198271837447e+00 1.855123596191406e+02 1.435319709777832e+01
-9.425193422105895e+00 -1.079689286735668e+00 1.855123596191406e+02 1.435319709777832e+01
-9.218989236709266e+00 -1.011803016338899e-01 1.855123596191406e+02 1.435319709777832e+01
-9.012785051312635e+00 8.773286834678885e-01 1.855123596191406e+02 1.435319709777832e+01
-8.806580865916006e+00 1.855837668569667e+00 1.855123596191406e+02 1.435319709777832e+01
-8.600376680519377e+00 2.834346653671445e+00 1.855123596191406e+02 1.435319709777832e+01
-8.394172495122746e+00 3.812855638773224e+00 1.855123596191406e+02 1.435319709777832e+01
-8.187968309726116e+00 4.791364623875002e+00 1.855123596191406e+02 1.435319709777832e+01
-1.040370240720767e+01 -8.734851013390386e-01 1.855123596191406e+02 1.435319709777832e+01
-1.019749822181104e+01 1.050238837627397e-01 1.855123596191406e+02 1.435319709777832e+01
-9.991294036414413e+00 1.083532868864518e+00 1.855123596191406e+02 1.435319709777832e+01
